company_name,capital,location,source,crawl_date
フラムドパシオン,記載なし,,ses_beginner,2026-07-02
セイル,記載なし,,ses_beginner,2026-07-02
アクイル,記載なし,,ses_beginner,2026-07-02
イグニション・ポイント,記載なし,,ses_beginner,2026-07-02
ファイラエンジニアリング,記載なし,,ses_beginner,2026-07-02
日進,記載なし,,ses_beginner,2026-07-02
ブリスウェル,記載なし,,ses_beginner,2026-07-02
クオーレ,記載なし,,ses_beginner,2026-07-02
カスタネット,記載なし,,ses_beginner,2026-07-02
和道,記載なし,,ses_beginner,2026-07-02
リンクス,記載なし,,ses_beginner,2026-07-02
ポテパン,記載なし,,ses_beginner,2026-07-02
フューチャーゲート,記載なし,,ses_beginner,2026-07-02
パワーハウス,記載なし,,ses_beginner,2026-07-02
ソノリテ,記載なし,,ses_beginner,2026-07-02
シムテック,記載なし,,ses_beginner,2026-07-02
プライムギア,記載なし,,ses_beginner,2026-07-02
エスペーロ,記載なし,,ses_beginner,2026-07-02
ノーメイク,記載なし,,ses_beginner,2026-07-02
インフィニ,記載なし,,ses_beginner,2026-07-02
ホワイトナイト,記載なし,,ses_beginner,2026-07-02
日本テクノクラーツ,記載なし,,ses_beginner,2026-07-02
東悟コンサルティング,記載なし,,ses_beginner,2026-07-02
マルス,記載なし,,ses_beginner,2026-07-02
エスティーエー,記載なし,,ses_beginner,2026-07-02
アドア,記載なし,,ses_beginner,2026-07-02
タワーシステムズ,記載なし,,ses_beginner,2026-07-02
シークエンジン,記載なし,,ses_beginner,2026-07-02
アビリティ,記載なし,,ses_beginner,2026-07-02
アイリンク,記載なし,,ses_beginner,2026-07-02
V-FLINT,100万,,ses_beginner,2026-07-02
V-USER,100万,,ses_beginner,2026-07-02
V-AXIA,100万,,ses_beginner,2026-07-02
V-RISES,100万,,ses_beginner,2026-07-02
V Diordna,100万,,ses_beginner,2026-07-02
V Currency,100万,,ses_beginner,2026-07-02
Lance Edge,100万,,ses_beginner,2026-07-02
オブジェクティブUSER,100万,,ses_beginner,2026-07-02
オブジェクティブフリント,100万,,ses_beginner,2026-07-02
オブジェクティブコンセプト,100万,,ses_beginner,2026-07-02
オブジェクティブカルク,100万,,ses_beginner,2026-07-02
オブジェクティブコア,100万,,ses_beginner,2026-07-02
Vオブジェクティブ,100万,,ses_beginner,2026-07-02
オブジェクティブサイバー,100万,,ses_beginner,2026-07-02
インターセプター,100万,,ses_beginner,2026-07-02
クルーク,100万,,ses_beginner,2026-07-02
トリプルアイズ,100万,,ses_beginner,2026-07-02
ウェストイノベーション,100万,,ses_beginner,2026-07-02
スプリーダムアビリティ,100万,,ses_beginner,2026-07-02
Vスプリーダム,100万,,ses_beginner,2026-07-02
コンセプトプレゼンツ,200万,,ses_beginner,2026-07-02
ブランチ,200万,,ses_beginner,2026-07-02
ゼアテックス,200万,,ses_beginner,2026-07-02
ライトコード,250万,,ses_beginner,2026-07-02
コネクト,260万,,ses_beginner,2026-07-02
フェリチタ,300万,,ses_beginner,2026-07-02
グローバルトレンド,300万,,ses_beginner,2026-07-02
ヒューマングレイス,300万,,ses_beginner,2026-07-02
grapple,300万,,ses_beginner,2026-07-02
グリーンフラグ,300万,,ses_beginner,2026-07-02
トライデント,300万,,ses_beginner,2026-07-02
あゆた,300万,,ses_beginner,2026-07-02
ヤット,300万,,ses_beginner,2026-07-02
ベータシステム,300万,,ses_beginner,2026-07-02
ゼネレイション,300万,,ses_beginner,2026-07-02
ヴァリエイト,300万,,ses_beginner,2026-07-02
ファースト,300万,,ses_beginner,2026-07-02
ステップ,300万,,ses_beginner,2026-07-02
インシスト・ポリシー,300万,,ses_beginner,2026-07-02
デジエン,300万,,ses_beginner,2026-07-02
システムサポート,300万,,ses_beginner,2026-07-02
エイスペック,300万,,ses_beginner,2026-07-02
ランコムシステムズテクノロジー,300万,,ses_beginner,2026-07-02
フェイスオン,300万,,ses_beginner,2026-07-02
アイルテクノロジー,300万,,ses_beginner,2026-07-02
ネクストクオリティー,300万,,ses_beginner,2026-07-02
ソルヴァ,300万,,ses_beginner,2026-07-02
ノマドリング,310万,,ses_beginner,2026-07-02
クラウドナイン,350万,,ses_beginner,2026-07-02
ルーテイジ,350万,,ses_beginner,2026-07-02
エバーライン,400万,,ses_beginner,2026-07-02
エーフィット,400万,,ses_beginner,2026-07-02
デルタウィング,450万,,ses_beginner,2026-07-02
Solution Hack,500万,,ses_beginner,2026-07-02
フリーランスエージェント,500万,,ses_beginner,2026-07-02
アイ・ディ・エイチ,500万,,ses_beginner,2026-07-02
ピプルズ,500万,,ses_beginner,2026-07-02
フューチャーリソース,500万,,ses_beginner,2026-07-02
トゥルーエンジニアリングサービス,500万,,ses_beginner,2026-07-02
シスナビ,500万,,ses_beginner,2026-07-02
ウイング,500万,,ses_beginner,2026-07-02
スマートシステム,500万,,ses_beginner,2026-07-02
プリズミル,500万,,ses_beginner,2026-07-02
ジェイド情報システム,500万,,ses_beginner,2026-07-02
マクロビジョン,500万,,ses_beginner,2026-07-02
三幸システム,500万,,ses_beginner,2026-07-02
レフト,500万,,ses_beginner,2026-07-02
ジョイワークス,500万,,ses_beginner,2026-07-02
AMSクリエイト,500万,,ses_beginner,2026-07-02
オーシアニック,500万,,ses_beginner,2026-07-02
モエルゼ,500万,,ses_beginner,2026-07-02
Asikaze,500万,,ses_beginner,2026-07-02
ゼロワン,510万,,ses_beginner,2026-07-02
スパイラルセンス,540万,,ses_beginner,2026-07-02
プランサー,600万,,ses_beginner,2026-07-02
トレジャーリンク,700万,,ses_beginner,2026-07-02
エクサー・システム・プロダクト,700万,,ses_beginner,2026-07-02
イージス,700万,,ses_beginner,2026-07-02
デジタルエナジー,700万,,ses_beginner,2026-07-02
GYD,700万,,ses_beginner,2026-07-02
エッジテクノロジー,777万,,ses_beginner,2026-07-02
プラス・ワン,800万,,ses_beginner,2026-07-02
テクノ・ポッセ,800万,,ses_beginner,2026-07-02
アップドラフト,800万,,ses_beginner,2026-07-02
リガーレジャパン,850万,,ses_beginner,2026-07-02
イーエフアイ,850万,,ses_beginner,2026-07-02
セルプロモート,884万,,ses_beginner,2026-07-02
AGORA TECHNO,888万,,ses_beginner,2026-07-02
コンサルティングフライ,900万,,ses_beginner,2026-07-02
ジーウェーブ,900万,,ses_beginner,2026-07-02
プロジック,900万,,ses_beginner,2026-07-02
ユーエムイーネッツ,950万,,ses_beginner,2026-07-02
アプテック,990万,,ses_beginner,2026-07-02
エクスマート,990万,,ses_beginner,2026-07-02
c.paradiso,990万,,ses_beginner,2026-07-02
スプリーダム,990万,,ses_beginner,2026-07-02
オープンメディア,998万,,ses_beginner,2026-07-02
エス・オー・エム,"1,000万",,ses_beginner,2026-07-02
クライスネットワークス,"1,000万",,ses_beginner,2026-07-02
TryAngle,"1,000万",,ses_beginner,2026-07-02
SKYM,"1,000万",,ses_beginner,2026-07-02
ASIANGRACE,"1,000万",,ses_beginner,2026-07-02
プレジャ,"1,000万",,ses_beginner,2026-07-02
ラストフォート,"1,000万",,ses_beginner,2026-07-02
アドフォース,"1,000万",,ses_beginner,2026-07-02
ケアライフワークス,"1,000万",,ses_beginner,2026-07-02
マネジメントパートナーズ,"1,000万",,ses_beginner,2026-07-02
サイナテクノロジーズ,"1,000万",,ses_beginner,2026-07-02
シスオス,"1,000万",,ses_beginner,2026-07-02
ISTA,"1,000万",,ses_beginner,2026-07-02
スキルネットコミュニケーションズ,"1,000万",,ses_beginner,2026-07-02
アクロスロード,"1,000万",,ses_beginner,2026-07-02
ノーダウト,"1,000万",,ses_beginner,2026-07-02
ディスタンス,"1,000万",,ses_beginner,2026-07-02
ソフト技研,"1,000万",,ses_beginner,2026-07-02
グリーンウェイズ,"1,000万",,ses_beginner,2026-07-02
クエスト・システム・デザイン,"1,000万",,ses_beginner,2026-07-02
アスペア,"1,000万",,ses_beginner,2026-07-02
アクティブフュージョンズ,"1,000万",,ses_beginner,2026-07-02
SALTO,"1,000万",,ses_beginner,2026-07-02
2PS,"1,000万",,ses_beginner,2026-07-02
システムセンス,"1,000万",,ses_beginner,2026-07-02
日本双備電工,"1,000万",,ses_beginner,2026-07-02
三光ビジネスソリューション,"1,000万",,ses_beginner,2026-07-02
クロニット,"1,000万",,ses_beginner,2026-07-02
エイチ・オー・ピー,"1,000万",,ses_beginner,2026-07-02
ウェーブ・ソリューションズ,"1,000万",,ses_beginner,2026-07-02
ディースタンダード,"1,000万",,ses_beginner,2026-07-02
サンシード,"1,000万",,ses_beginner,2026-07-02
サンブロードバンド,"1,000万",,ses_beginner,2026-07-02
日本トータルサービス,"1,000万",,ses_beginner,2026-07-02
ファイブ・ディグリーズ,"1,000万",,ses_beginner,2026-07-02
ビーワン,"1,000万",,ses_beginner,2026-07-02
トラステック,"1,000万",,ses_beginner,2026-07-02
サイバーミッションズ,"1,000万",,ses_beginner,2026-07-02
グローバルシンキング,"1,000万",,ses_beginner,2026-07-02
グローバー,"1,000万",,ses_beginner,2026-07-02
紀南コンピューターサービス,"1,000万",,ses_beginner,2026-07-02
リスペクツ,"1,000万",,ses_beginner,2026-07-02
メイクスパーク,"1,000万",,ses_beginner,2026-07-02
Fabeee,"1,000万",,ses_beginner,2026-07-02
トライネット,"1,000万",,ses_beginner,2026-07-02
テックス,"1,000万",,ses_beginner,2026-07-02
シフト・エフ,"1,000万",,ses_beginner,2026-07-02
ケイアイエス,"1,000万",,ses_beginner,2026-07-02
エーエスジャパン,"1,000万",,ses_beginner,2026-07-02
アンフェイク,"1,000万",,ses_beginner,2026-07-02
アットマーク,"1,000万",,ses_beginner,2026-07-02
アジル・ラボ,"1,000万",,ses_beginner,2026-07-02
アイ・ハッツ,"1,000万",,ses_beginner,2026-07-02
B-CRUISE,"1,000万",,ses_beginner,2026-07-02
ウィザース・システム,"1,000万",,ses_beginner,2026-07-02
Yi,"1,000万",,ses_beginner,2026-07-02
ライズフォース,"1,000万",,ses_beginner,2026-07-02
プロシード エンタープライズ,"1,000万",,ses_beginner,2026-07-02
フラックス・エージェント,"1,000万",,ses_beginner,2026-07-02
システムソフィア,"1,000万",,ses_beginner,2026-07-02
コスモデザイン,"1,000万",,ses_beginner,2026-07-02
コーボー,"1,000万",,ses_beginner,2026-07-02
アルスター,"1,000万",,ses_beginner,2026-07-02
エイ・エス,"1,000万",,ses_beginner,2026-07-02
エイチフロンティア,"1,000万",,ses_beginner,2026-07-02
オニシアノックス,"1,000万",,ses_beginner,2026-07-02
シー・スリー・アイ,"1,000万",,ses_beginner,2026-07-02
スカイリーフ,"1,000万",,ses_beginner,2026-07-02
ビスタシステムズ,"1,000万",,ses_beginner,2026-07-02
ユナイテッドシステム,"1,000万",,ses_beginner,2026-07-02
ユニバーサル・アーツ,"1,000万",,ses_beginner,2026-07-02
リアルタイムメディア,"1,000万",,ses_beginner,2026-07-02
ＳＩエージェンシー,"1,000万",,ses_beginner,2026-07-02
アーバンシステム,"1,000万",,ses_beginner,2026-07-02
アーロン,"1,000万",,ses_beginner,2026-07-02
アイ・エス・ピー,"1,000万",,ses_beginner,2026-07-02
アイザック,"1,000万",,ses_beginner,2026-07-02
アイティソリューションズ,"1,000万",,ses_beginner,2026-07-02
アイティ総研,"1,000万",,ses_beginner,2026-07-02
アクア,"1,000万",,ses_beginner,2026-07-02
アクシステクノロジーズ,"1,000万",,ses_beginner,2026-07-02
インフィニット・フィールド,"1,000万",,ses_beginner,2026-07-02
エー・アンド・ビー・コンピュータ,"1,000万",,ses_beginner,2026-07-02
エス・ティ・エス,"1,000万",,ses_beginner,2026-07-02
エデルタ,"1,000万",,ses_beginner,2026-07-02
エヌステージ,"1,000万",,ses_beginner,2026-07-02
エヌツーエスエム,"1,000万",,ses_beginner,2026-07-02
キャフィック,"1,000万",,ses_beginner,2026-07-02
グッドウェーブ,"1,000万",,ses_beginner,2026-07-02
クラスアクト,"1,000万",,ses_beginner,2026-07-02
クリアス,"1,000万",,ses_beginner,2026-07-02
コネクトクルー,"1,000万",,ses_beginner,2026-07-02
ジーベック,"1,000万",,ses_beginner,2026-07-02
シグマシステム,"1,000万",,ses_beginner,2026-07-02
システムテクノロジー,"1,000万",,ses_beginner,2026-07-02
ジャステック,"1,000万",,ses_beginner,2026-07-02
ステージア,"1,000万",,ses_beginner,2026-07-02
スマートテクノロジー,"1,000万",,ses_beginner,2026-07-02
ディア・ワークス,"1,000万",,ses_beginner,2026-07-02
テイクス,"1,000万",,ses_beginner,2026-07-02
デジコン,"1,000万",,ses_beginner,2026-07-02
デジタルコム,"1,000万",,ses_beginner,2026-07-02
テラソフト,"1,000万",,ses_beginner,2026-07-02
ノードコミュニケーション,"1,000万",,ses_beginner,2026-07-02
ハルシステム,"1,000万",,ses_beginner,2026-07-02
ヒューマン・ネットワーク・システム,"1,000万",,ses_beginner,2026-07-02
ピンポイントサービス,"1,000万",,ses_beginner,2026-07-02
ブルー・アース,"1,000万",,ses_beginner,2026-07-02
マイテックソフトウェア,"1,000万",,ses_beginner,2026-07-02
ユーナ,"1,000万",,ses_beginner,2026-07-02
リライフ・ジャパン,"1,000万",,ses_beginner,2026-07-02
ワークパーミッション,"1,000万",,ses_beginner,2026-07-02
ワイルドカード,"1,000万",,ses_beginner,2026-07-02
桑都システム,"1,000万",,ses_beginner,2026-07-02
三恵クリエス,"1,000万",,ses_beginner,2026-07-02
日成情報,"1,000万",,ses_beginner,2026-07-02
日本システムリサーチ,"1,000万",,ses_beginner,2026-07-02
日本技研プロフェッショナルアーキテクト,"1,000万",,ses_beginner,2026-07-02
東京ソフト開発,"1,000万",,ses_beginner,2026-07-02
プラス,"1,000万",,ses_beginner,2026-07-02
ファテック,"1,000万",,ses_beginner,2026-07-02
テクノウェア,"1,000万",,ses_beginner,2026-07-02
スキルコネクト,"1,000万",,ses_beginner,2026-07-02
エムアイメイズ,"1,000万",,ses_beginner,2026-07-02
リンクラフト,"1,000万",,ses_beginner,2026-07-02
ビーパートナーズ,"1,000万",,ses_beginner,2026-07-02
セイクリッドフォース,"1,000万",,ses_beginner,2026-07-02
アシストライズ,"1,000万",,ses_beginner,2026-07-02
ワンズパルシステム,"1,000万",,ses_beginner,2026-07-02
マイティークラフト,"1,000万",,ses_beginner,2026-07-02
ハイウェル,"1,000万",,ses_beginner,2026-07-02
シグミックス,"1,000万",,ses_beginner,2026-07-02
シースリー,"1,000万",,ses_beginner,2026-07-02
サイゼント,"1,000万",,ses_beginner,2026-07-02
コスモ・インテリジェンス,"1,000万",,ses_beginner,2026-07-02
ウィットシス,"1,000万",,ses_beginner,2026-07-02
ウィーズ,"1,000万",,ses_beginner,2026-07-02
ミキシステム,"1,000万",,ses_beginner,2026-07-02
純アシスト,"1,000万",,ses_beginner,2026-07-02
ベルネット,"1,000万",,ses_beginner,2026-07-02
ビープラス,"1,000万",,ses_beginner,2026-07-02
テクネス,"1,000万",,ses_beginner,2026-07-02
コンピュータプラネックス,"1,000万",,ses_beginner,2026-07-02
エム・ワイ・ケー,"1,000万",,ses_beginner,2026-07-02
アイスタンダード,"1,000万",,ses_beginner,2026-07-02
インスタンス,"1,000万",,ses_beginner,2026-07-02
日本ワイドコミュニケーションズ,"1,000万",,ses_beginner,2026-07-02
工芸精器製作所,"1,000万",,ses_beginner,2026-07-02
ワンワールド,"1,000万",,ses_beginner,2026-07-02
ワールド情報,"1,000万",,ses_beginner,2026-07-02
リゾーム,"1,000万",,ses_beginner,2026-07-02
ブリコラージュ,"1,000万",,ses_beginner,2026-07-02
ソリティ,"1,000万",,ses_beginner,2026-07-02
クリエイトエンジニアリング,"1,000万",,ses_beginner,2026-07-02
オリオン情報企画,"1,000万",,ses_beginner,2026-07-02
エステイエス,"1,000万",,ses_beginner,2026-07-02
アットファイブ,"1,000万",,ses_beginner,2026-07-02
アートック,"1,000万",,ses_beginner,2026-07-02
ラウレアソリューション,"1,000万",,ses_beginner,2026-07-02
ユーネット,"1,000万",,ses_beginner,2026-07-02
フリーダムランド,"1,000万",,ses_beginner,2026-07-02
ネクステージ,"1,000万",,ses_beginner,2026-07-02
セブンドリーム,"1,000万",,ses_beginner,2026-07-02
ジョイテック,"1,000万",,ses_beginner,2026-07-02
シ・エム・シ,"1,000万",,ses_beginner,2026-07-02
ユー・アイ・ソリューションズ,"1,000万",,ses_beginner,2026-07-02
エヴィック,"1,000万",,ses_beginner,2026-07-02
アン・コンサルティング,"1,000万",,ses_beginner,2026-07-02
アベールソリューションズ,"1,000万",,ses_beginner,2026-07-02
日本アーキテクト,"1,000万",,ses_beginner,2026-07-02
ライズアドバンス,"1,000万",,ses_beginner,2026-07-02
ユナイテッドネオ,"1,000万",,ses_beginner,2026-07-02
ユナイテッドウィル,"1,000万",,ses_beginner,2026-07-02
フロンティアソリューション,"1,000万",,ses_beginner,2026-07-02
プレッジ,"1,000万",,ses_beginner,2026-07-02
デザイア,"1,000万",,ses_beginner,2026-07-02
スリィ・ウェイブ,"1,000万",,ses_beginner,2026-07-02
オールフォーワン,"1,000万",,ses_beginner,2026-07-02
エンジョイ,"1,000万",,ses_beginner,2026-07-02
エルビス,"1,000万",,ses_beginner,2026-07-02
エム・アイ・ピー,"1,000万",,ses_beginner,2026-07-02
イマジン,"1,000万",,ses_beginner,2026-07-02
レプラホーン,"1,000万",,ses_beginner,2026-07-02
フューチャー・エクシィード,"1,000万",,ses_beginner,2026-07-02
パルソネット,"1,000万",,ses_beginner,2026-07-02
エンザントレイズ,"1,000万",,ses_beginner,2026-07-02
アークシステム,"1,000万",,ses_beginner,2026-07-02
情報ビルダーズ,"1,000万",,ses_beginner,2026-07-02
ブレインアーツ,"1,000万",,ses_beginner,2026-07-02
ソラボ,"1,000万",,ses_beginner,2026-07-02
スクエアシステムズ,"1,000万",,ses_beginner,2026-07-02
サンライト,"1,000万",,ses_beginner,2026-07-02
エイペック,"1,000万",,ses_beginner,2026-07-02
オブザーブ,"1,000万",,ses_beginner,2026-07-02
ネオマトリクス,"1,000万",,ses_beginner,2026-07-02
スマートテック・ベンチャーズ,"1,000万",,ses_beginner,2026-07-02
システムトゥエンティワン,"1,000万",,ses_beginner,2026-07-02
シーケンス,"1,000万",,ses_beginner,2026-07-02
キサナドゥ,"1,000万",,ses_beginner,2026-07-02
ヴァンガード,"1,000万",,ses_beginner,2026-07-02
イーネットジャパン,"1,000万",,ses_beginner,2026-07-02
アスカ,"1,000万",,ses_beginner,2026-07-02
アイズ,"1,000万",,ses_beginner,2026-07-02
ヒューベルサービス,"1,000万",,ses_beginner,2026-07-02
システム・エボリューション,"1,000万",,ses_beginner,2026-07-02
シェアクレスト,"1,000万",,ses_beginner,2026-07-02
ソリューションウェア,"1,000万",,ses_beginner,2026-07-02
エーシーイー,"1,000万",,ses_beginner,2026-07-02
アイシス,"1,000万",,ses_beginner,2026-07-02
オリエンタル情報システム,"1,000万",,ses_beginner,2026-07-02
ビットソリューション,"1,000万",,ses_beginner,2026-07-02
ネクストキー,"1,000万",,ses_beginner,2026-07-02
トライ・ハード,"1,000万",,ses_beginner,2026-07-02
クリエイト・マンパワーサービス,"1,000万",,ses_beginner,2026-07-02
インフェス,"1,000万",,ses_beginner,2026-07-02
インテリジェント・アドバイザー,"1,000万",,ses_beginner,2026-07-02
アルス・ウェアー,"1,000万",,ses_beginner,2026-07-02
マクロシステム,"1,000万",,ses_beginner,2026-07-02
フォーエス,"1,000万",,ses_beginner,2026-07-02
エイト・エッグ,"1,000万",,ses_beginner,2026-07-02
イー・ビジョン,"1,000万",,ses_beginner,2026-07-02
ブライト・フューチャー・サービス,"1,000万",,ses_beginner,2026-07-02
クロス,"1,000万",,ses_beginner,2026-07-02
オプティマ,"1,000万",,ses_beginner,2026-07-02
アンサー,"1,000万",,ses_beginner,2026-07-02
アクト,"1,000万",,ses_beginner,2026-07-02
日本ナレッジスペース,"1,000万",,ses_beginner,2026-07-02
ボイスアンドビジュアル,"1,000万",,ses_beginner,2026-07-02
ブリックス,"1,000万",,ses_beginner,2026-07-02
グランディール,"1,000万",,ses_beginner,2026-07-02
ウェブエッジ,"1,000万",,ses_beginner,2026-07-02
イーグリッド,"1,000万",,ses_beginner,2026-07-02
アイビーリーフ,"1,000万",,ses_beginner,2026-07-02
アイディーエス,"1,000万",,ses_beginner,2026-07-02
ペリーレッド,"1,000万",,ses_beginner,2026-07-02
ソリッドコミュニケーション,"1,000万",,ses_beginner,2026-07-02
日本シスラル,"1,000万",,ses_beginner,2026-07-02
ルイ・アラン,"1,000万",,ses_beginner,2026-07-02
エースソフト,"1,000万",,ses_beginner,2026-07-02
エイシル,"1,000万",,ses_beginner,2026-07-02
アフェックス,"1,000万",,ses_beginner,2026-07-02
アスネット,"1,000万",,ses_beginner,2026-07-02
Uniquery,"1,000万",,ses_beginner,2026-07-02
NIS,"1,000万",,ses_beginner,2026-07-02
JSシステムズ,"1,000万",,ses_beginner,2026-07-02
ヒューマン インタラクティブ テクノロジー,"1,000万",,ses_beginner,2026-07-02
10バトン,"1,000万",,ses_beginner,2026-07-02
メディアミックス,"1,000万",,ses_beginner,2026-07-02
フレックスエージェント,"1,000万",,ses_beginner,2026-07-02
フューチャーディベロップメント,"1,000万",,ses_beginner,2026-07-02
バレットグループ,"1,000万",,ses_beginner,2026-07-02
グルーヴ・ギア,"1,000万",,ses_beginner,2026-07-02
インターリンク,"1,000万",,ses_beginner,2026-07-02
東和テクニカ,"1,000万",,ses_beginner,2026-07-02
ユースリー,"1,000万",,ses_beginner,2026-07-02
トリモ,"1,000万",,ses_beginner,2026-07-02
トラストフォー,"1,000万",,ses_beginner,2026-07-02
ダイヤモンドファンタジー,"1,000万",,ses_beginner,2026-07-02
ストラスト,"1,000万",,ses_beginner,2026-07-02
ジィファム,"1,000万",,ses_beginner,2026-07-02
コスモウェーブ,"1,000万",,ses_beginner,2026-07-02
グローバルソフトウェアサービス,"1,000万",,ses_beginner,2026-07-02
オプティマル,"1,000万",,ses_beginner,2026-07-02
エフォート,"1,000万",,ses_beginner,2026-07-02
エイアールシイ,"1,000万",,ses_beginner,2026-07-02
インフォネクスト,"1,000万",,ses_beginner,2026-07-02
インテリジブル,"1,000万",,ses_beginner,2026-07-02
アライザー,"1,000万",,ses_beginner,2026-07-02
アーキコアテクノ,"1,000万",,ses_beginner,2026-07-02
シンクデータコミュニケーション,"1,000万",,ses_beginner,2026-07-02
ケイズドットコム,"1,000万",,ses_beginner,2026-07-02
エイ・エス・エス,"1,000万",,ses_beginner,2026-07-02
インテグレート トータルシステム,"1,000万",,ses_beginner,2026-07-02
ワクト,"1,000万",,ses_beginner,2026-07-02
ルート14,"1,000万",,ses_beginner,2026-07-02
ライトビジョン,"1,000万",,ses_beginner,2026-07-02
フィルアップ,"1,000万",,ses_beginner,2026-07-02
ヒューボ,"1,000万",,ses_beginner,2026-07-02
ビズテックサービス,"1,000万",,ses_beginner,2026-07-02
スキルジー,"1,000万",,ses_beginner,2026-07-02
シンク・クリエイト,"1,000万",,ses_beginner,2026-07-02
シシン,"1,000万",,ses_beginner,2026-07-02
エバーグリーン,"1,000万",,ses_beginner,2026-07-02
エーピーエス,"1,000万",,ses_beginner,2026-07-02
アルファ・プランニング,"1,000万",,ses_beginner,2026-07-02
アブソリューション,"1,000万",,ses_beginner,2026-07-02
アドウィン,"1,000万",,ses_beginner,2026-07-02
アイ・エイ・シイ,"1,000万",,ses_beginner,2026-07-02
ZERO,"1,000万",,ses_beginner,2026-07-02
NetFile,"1,000万",,ses_beginner,2026-07-02
I-SOLCOM,"1,000万",,ses_beginner,2026-07-02
GBR,"1,000万",,ses_beginner,2026-07-02
AEVIC,"1,000万",,ses_beginner,2026-07-02
エヌ・ディー・アール,"1,000万",,ses_beginner,2026-07-02
GeNEE,"1,000万",,ses_beginner,2026-07-02
クロス・テクノ・ワークス,"1,020万",,ses_beginner,2026-07-02
ハイミン・エンタープライズ,"1,025万",,ses_beginner,2026-07-02
バリューアークコンサルティング,"1,048万",,ses_beginner,2026-07-02
ヴィグラクリエーション,"1,050万",,ses_beginner,2026-07-02
Ｆｕｌｌｏｎ,"1,053万",,ses_beginner,2026-07-02
ストーンシステム,"1,064万",,ses_beginner,2026-07-02
プロトシステム,"1,100万",,ses_beginner,2026-07-02
エム・エス・アイ,"1,100万",,ses_beginner,2026-07-02
ECH,"1,100万",,ses_beginner,2026-07-02
アクアムーンシステムズ,"1,100万",,ses_beginner,2026-07-02
万国ソフト,"1,150万",,ses_beginner,2026-07-02
ロボケン,"1,152万",,ses_beginner,2026-07-02
コンテンツワン,"1,200万",,ses_beginner,2026-07-02
コムネットシステム,"1,200万",,ses_beginner,2026-07-02
リブランビジネスシステム,"1,200万",,ses_beginner,2026-07-02
システムクレイス,"1,200万",,ses_beginner,2026-07-02
ソアーシステム,"1,200万",,ses_beginner,2026-07-02
ウィズクリエイト,"1,200万",,ses_beginner,2026-07-02
SAKURUG,"1,200万",,ses_beginner,2026-07-02
CLOCK・IT,"1,231万",,ses_beginner,2026-07-02
アートシステム,"1,300万",,ses_beginner,2026-07-02
アイグローブ,"1,300万",,ses_beginner,2026-07-02
アズ,"1,300万",,ses_beginner,2026-07-02
グロース,"1,300万",,ses_beginner,2026-07-02
グローバルビジネスソリューション,"1,350万",,ses_beginner,2026-07-02
扶堂,"1,352万",,ses_beginner,2026-07-02
トラント,"1,400万",,ses_beginner,2026-07-02
ヒューマネテック,"1,400万",,ses_beginner,2026-07-02
リナックス総合研究所,"1,400万",,ses_beginner,2026-07-02
アルファパートナーズ,"1,400万",,ses_beginner,2026-07-02
マックスシステム,"1,400万",,ses_beginner,2026-07-02
クルージス,"1,400万",,ses_beginner,2026-07-02
システムソリューション,"1,430万",,ses_beginner,2026-07-02
エム・ティ・アイ システム,"1,500万",,ses_beginner,2026-07-02
コスモストーク,"1,500万",,ses_beginner,2026-07-02
