timestamp,phase,url,error_type,message
2026-07-02 13:59:33,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E9%AB%98%E9%82%84%E5%85%83%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=""SES営業"" ""高還元"" ""インセンティブ"""
2026-07-02 14:00:06,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E5%B9%B4%E5%8F%8E1000%E4%B8%87%22&first=1,CAPTCHA,"query=""SES営業"" ""年収1000万"""
2026-07-02 14:00:39,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E6%A5%AD%E5%8B%99%E5%A7%94%E8%A8%97%22+%22%E7%B2%97%E5%88%A9%22&first=1,CAPTCHA,"query=""SES営業"" ""業務委託"" ""粗利"""
2026-07-02 14:01:12,phase6_bing,https://www.bing.com/search?q=site%3Adoda.jp+%22SES%E5%96%B6%E6%A5%AD%22+%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96&first=1,CAPTCHA,"query=site:doda.jp ""SES営業"" インセンティブ"
2026-07-02 14:01:45,phase6_bing,https://www.bing.com/search?q=site%3Agreen-japan.com+%22SES%E5%96%B6%E6%A5%AD%22+%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96&first=1,CAPTCHA,"query=site:green-japan.com ""SES営業"" インセンティブ"
2026-07-02 14:02:18,phase6_bing,https://www.bing.com/search?q=site%3Ajp.indeed.com+%22SES%E5%96%B6%E6%A5%AD%22+%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96&first=1,CAPTCHA,"query=site:jp.indeed.com ""SES営業"" インセンティブ"
2026-07-02 14:02:51,phase6_bing,https://www.bing.com/search?q=site%3Atenshoku.mynavi.jp+%22SES%E5%96%B6%E6%A5%AD%22&first=1,CAPTCHA,"query=site:tenshoku.mynavi.jp ""SES営業"""
2026-07-02 14:03:24,phase6_bing,https://www.bing.com/search?q=site%3Anext.rikunabi.com+%22SES%E5%96%B6%E6%A5%AD%22&first=1,CAPTCHA,"query=site:next.rikunabi.com ""SES営業"""
2026-07-02 14:03:57,phase6_bing,https://www.bing.com/search?q=site%3Atype.jp+%22SES%E5%96%B6%E6%A5%AD%22&first=1,CAPTCHA,"query=site:type.jp ""SES営業"""
2026-07-02 14:04:30,phase6_bing,https://www.bing.com/search?q=site%3Awantedly.com+%22SES%E5%96%B6%E6%A5%AD%22+%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96&first=1,CAPTCHA,"query=site:wantedly.com ""SES営業"" インセンティブ"
2026-07-02 14:05:03,phase6_bing,https://www.bing.com/search?q=site%3Anote.com+%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=site:note.com ""SES営業"" ""粗利"" ""インセンティブ"""
2026-07-02 14:05:36,phase6_bing,https://www.bing.com/search?q=site%3Anote.com+%22SES%E5%96%B6%E6%A5%AD%22+%22%E5%A0%B1%E9%85%AC%E8%A8%AD%E8%A8%88%22&first=1,CAPTCHA,"query=site:note.com ""SES営業"" ""報酬設計"""
2026-07-02 14:06:09,phase6_bing,https://www.bing.com/search?q=site%3Ax.com+%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22&first=1,CAPTCHA,"query=site:x.com ""SES営業"" ""粗利"""
2026-07-02 14:06:42,phase6_bing,https://www.bing.com/search?q=site%3Ax.com+%22BP%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22&first=1,CAPTCHA,"query=site:x.com ""BP営業"" ""粗利"""
2026-07-02 14:07:15,phase6_bing,https://www.bing.com/search?q=site%3Aopenwork.jp+%22SES%22+%22%E5%96%B6%E6%A5%AD%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1,CAPTCHA,"query=site:openwork.jp ""SES"" ""営業"" ""インセンティブ"""
2026-07-02 14:19:09,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1&setlang=ja&cc=JP,NO_RESULTS,"query=""SES営業"" ""粗利"" ""インセンティブ"" attempt=1"
2026-07-02 14:19:26,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1&setlang=ja&cc=JP,NO_RESULTS,"query=""SES営業"" ""粗利"" ""インセンティブ"" attempt=2"
2026-07-02 14:19:54,phase6_bing,https://www.bing.com/search?q=%22SES%E5%96%B6%E6%A5%AD%22+%22%E7%B2%97%E5%88%A9%22+%22%E3%82%A4%E3%83%B3%E3%82%BB%E3%83%B3%E3%83%86%E3%82%A3%E3%83%96%22&first=1&setlang=ja&cc=JP,NO_RESULTS,"query=""SES営業"" ""粗利"" ""インセンティブ"" attempt=3"
2026-07-02 14:40:00,phase6_detail,https://note.com/ryo3847/n/n2424a3caf255,CAPTCHA,blocked on target page
2026-07-02 14:40:27,phase6_detail,https://suki-iki.mynavi.jp/job/799/4517,CAPTCHA,blocked on target page
2026-07-02 14:40:40,phase6_detail,https://next.rikunabi.com/viewjob/jka5fcd5d5fb5ca70f,CAPTCHA,blocked on target page
2026-07-02 14:40:54,phase6_detail,https://jp.indeed.com/q-ses-e-%e6%b1%82%e4%ba%ba.html,CAPTCHA,blocked on target page
2026-07-02 14:41:21,phase6_detail,https://type.jp/job-company/48708,CAPTCHA,blocked on target page
2026-07-02 14:41:34,phase6_detail,https://note.com/yshirt_ch/n/na2b14f0c96ee,CAPTCHA,blocked on target page
2026-07-02 14:41:48,phase6_detail,https://x.com/rasuku_net_com/status/2021769576435068979,CAPTCHA,blocked on target page
2026-07-02 14:42:15,phase6_detail,https://tenshoku-ex.jp/job_40382025,CAPTCHA,blocked on target page
2026-07-02 14:42:30,phase6_detail,https://type.jp/job-1/1353492_detail,CAPTCHA,blocked on target page
2026-07-02 14:42:43,phase6_detail,https://note.com/mendokusai_dev/n/nb3c2d0f776eb,CAPTCHA,blocked on target page
2026-07-02 14:42:57,phase6_detail,https://xn--pckua2a7gp15o89zb.com/%E5%80%8B%E4%BA%BA%E4%BA%8B%E6%A5%AD%E4%B8%BB%E3%81%AE%E4%BB%95%E4%BA%8B-%E5%9C%A8%E5%AE%85,CAPTCHA,blocked on target page
2026-07-02 14:43:11,phase6_detail,https://tenshoku-ex.jp/job_40176724,CAPTCHA,blocked on target page
2026-07-02 14:43:25,phase6_detail,https://type.jp/job-condition/1002/94/spid6257,CAPTCHA,blocked on target page
2026-07-02 14:43:38,phase6_detail,https://tenshoku-ex.jp/job_40229405,CAPTCHA,blocked on target page
