timestamp,phase,url,error_type,message
2026-07-02 02:06:44,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BELegit+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 02:06:44,phase4c,株式会社Legit,NO_HP,official site not found
2026-07-02 02:06:57,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%86%E3%83%AC%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%AB%E3%83%BC+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 02:06:57,phase4c,株式会社テレ・マーカー,NO_HP,official site not found
2026-07-02 02:07:11,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8F%E3%82%A6%E3%82%B7%E3%83%BC%E3%82%AF+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 02:07:11,phase4c,株式会社ハウシーク,NO_HP,official site not found
2026-07-02 02:07:24,phase4c,https://www.google.com/search?q=%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E6%9D%B1%E5%8C%97%E7%89%A9%E7%94%A3+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 02:07:24,phase4c,有限会社東北物産,NO_HP,official site not found
2026-07-02 02:07:37,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%93%E3%83%BC%E3%83%B3%E3%82%BA%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 02:07:37,phase4c,株式会社ジェリービーンズグループ,NO_HP,official site not found
2026-07-02 04:35:06,phase4a_green,https://www.green-japan.com,ROBOTS_SKIP,Disallowed by robots.txt: /search
2026-07-02 04:35:33,phase4a_wantedly,https://www.wantedly.com/projects?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:35:45,phase4a_stanby,https://jp.stanby.com/search?q=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:36:07,phase4a_doda,https://doda.jp,ROBOTS_SKIP,robots.txt unreadable: The read operation timed out
2026-07-02 04:36:27,phase4a_mynavi,https://tenshoku.mynavi.jp/list/kwSES%E5%96%B6%E6%A5%AD/pg1/,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:36:42,phase4a_rikunabi,https://next.rikunabi.com/job_search/kwSES%E5%96%B6%E6%A5%AD/?page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:36:58,phase4a_type,https://type.jp/job/search?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:37:14,phase4a_indeed,https://jp.indeed.com/jobs?q=SES%E5%96%B6%E6%A5%AD&start=0,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:37:40,phase4a_daijob,https://www.daijob.com/jobs/search?keywords=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:37:53,phase4a_careerindex,https://careerindex.jp,ROBOTS_SKIP,robots.txt unreadable: HTTP Error 403: Forbidden
2026-07-02 04:38:09,phase4a_hatalike,https://hatalike.jp/search/?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:38:21,phase4a_baitorunext,https://baitorunext.jp,ROBOTS_SKIP,robots.txt unreadable: <urlopen error [Errno 11001] getaddrinfo failed>
2026-07-02 04:38:36,phase4a_miidas,https://miidas.jp/search?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:38:51,phase4a_woman_type,https://woman-type.jp/job/search?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:39:07,phase4a_re_katsu,https://re-katsu.jp/career/search?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:39:24,phase4a_job_medley,https://job-medley.com/search/?keyword=SES%E5%96%B6%E6%A5%AD&page=1,CAPTCHA,Direct search blocked; switching to Bing
2026-07-02 04:40:31,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%83%A3%E3%83%AB%E3%83%A0+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:40:31,phase4c,株式会社シャルム,NO_HP,official site not found
2026-07-02 04:40:44,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%A4%E3%83%B3%E3%83%88%E3%82%A5+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:40:44,phase4c,株式会社イントゥ,NO_HP,official site not found
2026-07-02 04:40:57,phase4c,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:40:57,phase4c,合同会社シストリー,NO_HP,official site not found
2026-07-02 04:41:10,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BELegit+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:41:10,phase4c,株式会社Legit,NO_HP,official site not found
2026-07-02 04:41:23,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%86%E3%83%AC%E3%83%BB%E3%83%9E%E3%83%BC%E3%82%AB%E3%83%BC+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:41:23,phase4c,株式会社テレ・マーカー,NO_HP,official site not found
2026-07-02 04:41:36,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%83%8F%E3%82%A6%E3%82%B7%E3%83%BC%E3%82%AF+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:41:36,phase4c,株式会社ハウシーク,NO_HP,official site not found
2026-07-02 04:41:50,phase4c,https://www.google.com/search?q=%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E6%9D%B1%E5%8C%97%E7%89%A9%E7%94%A3+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:41:50,phase4c,有限会社東北物産,NO_HP,official site not found
2026-07-02 04:42:03,phase4c,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BE%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%BC%E3%83%93%E3%83%BC%E3%83%B3%E3%82%BA%E3%82%B0%E3%83%AB%E3%83%BC%E3%83%97+%E5%85%AC%E5%BC%8F%E3%82%B5%E3%82%A4%E3%83%88&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:42:03,phase4c,株式会社ジェリービーンズグループ,NO_HP,official site not found
2026-07-02 04:42:17,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEASTRA+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:42:23,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEASTRA%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:42:23,phase4e,合同会社ASTRA,NO_CORPORATE,corporate URL not found
2026-07-02 04:42:47,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEETOD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:42:53,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEETOD%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:42:53,phase4e,合同会社ETOD,NO_CORPORATE,corporate URL not found
2026-07-02 04:43:16,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEFYB+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:43:22,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEFYB%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:43:22,phase4e,合同会社FYB,NO_CORPORATE,corporate URL not found
2026-07-02 04:43:45,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEGM+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:43:52,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BEGM%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:43:52,phase4e,合同会社GM,NO_CORPORATE,corporate URL not found
2026-07-02 04:44:15,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BETOIRO+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:44:21,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BETOIRO%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:44:21,phase4e,合同会社TOIRO,NO_CORPORATE,corporate URL not found
2026-07-02 04:44:44,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AE+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:44:50,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AE%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:44:50,phase4e,合同会社の,NO_CORPORATE,corporate URL not found
2026-07-02 04:45:14,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AE%E6%8E%A1%E7%94%A8%E3%83%BB%E6%B1%82%E4%BA%BA%E6%83%85%E5%A0%B1+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:45:20,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AE%E6%8E%A1%E7%94%A8%E3%83%BB%E6%B1%82%E4%BA%BA%E6%83%85%E5%A0%B1%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:45:20,phase4e,合同会社の採用・求人情報,NO_CORPORATE,corporate URL not found
2026-07-02 04:45:43,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AF%E3%80%81Web%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4%E3%82%84%E3%82%A4%E3%83%B3%E3%83%95%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B5%E3%83%BC%E4%BA%8B%E6%A5%AD%E3%80%81%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4%E3%81%AA%E3%81%A9%E3%82%92%E5%B1%95%E9%96%8B%E3%81%99%E3%82%8B%E4%BC%81%E6%A5%AD%E3%81%A7%E3%81%99%E3%80%82%E5%96%B6%E6%A5%AD%E3%83%81%E3%83%BC%E3%83%A0%E3%81%AE%E6%A5%AD%E5%8B%99%E3%81%8C%E5%86%86%E6%BB%91%E3%81%AB%E9%80%B2%E3%82%80%E3%82%88%E3%81%86%E3%80%81%E6%9B%B8%E9%A1%9E%E4%BD%9C%E6%88%90%E3%82%84%E3%82%B9%E3%82%B1%E3%82%B8%E3%83%A5%E3%83%BC%E3%83%AB%E8%AA%BF%E6%95%B4%E3%81%AA%E3%81%A9%E3%81%AE%E4%BA%8B%E5%8B%99%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88%E3%82%92%E6%8B%85%E5%BD%93%E3%81%97%E3%81%A6%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8D%E3%81%BE%E3%81%99%E3%80%82%E3%83%95%E3%82%A9%E3%83%BC%E3%83%9E%E3%83%83%E3%83%88%E3%82%84%E6%A5%AD%E5%8B%99%E6%89%8B%E9%A0%86%E3%81%8C%E6%95%B4%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%81%9F%E3%82%81%E3%80%81%E5%AE%89%E5%BF%83%E3%81%97%E3%81%A6%E4%BB%95%E4%BA%8B%E3%82%92%E9%80%B2%E3%82%81%E3%82%89%E3%82%8C%E3%82%8B%E7%92%B0%E5%A2%83%E3%81%A7%E3%81%99%E3%80%82+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:45:49,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%81%AF%E3%80%81Web%E3%83%9E%E3%83%BC%E3%82%B1%E3%83%86%E3%82%A3%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4%E3%82%84%E3%82%A4%E3%83%B3%E3%83%95%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B5%E3%83%BC%E4%BA%8B%E6%A5%AD%E3%80%81%E3%83%96%E3%83%A9%E3%83%B3%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%E6%94%AF%E6%8F%B4%E3%81%AA%E3%81%A9%E3%82%92%E5%B1%95%E9%96%8B%E3%81%99%E3%82%8B%E4%BC%81%E6%A5%AD%E3%81%A7%E3%81%99%E3%80%82%E5%96%B6%E6%A5%AD%E3%83%81%E3%83%BC%E3%83%A0%E3%81%AE%E6%A5%AD%E5%8B%99%E3%81%8C%E5%86%86%E6%BB%91%E3%81%AB%E9%80%B2%E3%82%80%E3%82%88%E3%81%86%E3%80%81%E6%9B%B8%E9%A1%9E%E4%BD%9C%E6%88%90%E3%82%84%E3%82%B9%E3%82%B1%E3%82%B8%E3%83%A5%E3%83%BC%E3%83%AB%E8%AA%BF%E6%95%B4%E3%81%AA%E3%81%A9%E3%81%AE%E4%BA%8B%E5%8B%99%E3%82%B5%E3%83%9D%E3%83%BC%E3%83%88%E3%82%92%E6%8B%85%E5%BD%93%E3%81%97%E3%81%A6%E3%81%84%E3%81%9F%E3%81%A0%E3%81%8D%E3%81%BE%E3%81%99%E3%80%82%E3%83%95%E3%82%A9%E3%83%BC%E3%83%9E%E3%83%83%E3%83%88%E3%82%84%E6%A5%AD%E5%8B%99%E6%89%8B%E9%A0%86%E3%81%8C%E6%95%B4%E3%81%A3%E3%81%A6%E3%81%84%E3%82%8B%E3%81%9F%E3%82%81%E3%80%81%E5%AE%89%E5%BF%83%E3%81%97%E3%81%A6%E4%BB%95%E4%BA%8B%E3%82%92%E9%80%B2%E3%82%81%E3%82%89%E3%82%8C%E3%82%8B%E7%92%B0%E5%A2%83%E3%81%A7%E3%81%99%E3%80%82%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:45:49,phase4e,合同会社は、Webマーケティング支援やインフルエンサー事業、ブランディング支援などを展開する企業です。営業チームの業務が円滑に進むよう、書類作成やスケジュール調整などの事務サポートを担当していただきます。フォーマットや業務手順が整っているため、安心して仕事を進められる環境です。,NO_CORPORATE,corporate URL not found
2026-07-02 04:46:12,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%A6%E3%82%A3%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:46:18,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%A6%E3%82%A3%E3%82%B9%E3%83%86%E3%83%AA%E3%82%A2%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:46:18,phase4e,合同会社ウィステリア,NO_CORPORATE,corporate URL not found
2026-07-02 04:46:42,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B3%E3%82%A2%E3%82%A2%E3%82%AF%E3%82%B7%E3%82%B9+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:46:48,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B3%E3%82%A2%E3%82%A2%E3%82%AF%E3%82%B7%E3%82%B9%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:46:48,phase4e,合同会社コアアクシス,NO_CORPORATE,corporate URL not found
2026-07-02 04:47:11,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:47:17,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%82%B9%E3%83%88%E3%83%AA%E3%83%BC%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:47:17,phase4e,合同会社シストリー,NO_CORPORATE,corporate URL not found
2026-07-02 04:47:40,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%83%9E%E3%83%BC%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:47:46,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%82%B7%E3%83%9E%E3%83%BC%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:47:46,phase4e,合同会社シマーシステム,NO_CORPORATE,corporate URL not found
2026-07-02 04:48:09,phase4e,https://www.google.com/search?q=%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%83%9F%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%A2%E3%82%A6%E3%83%88%E3%83%90%E3%82%A6%E3%83%B3%E3%83%89+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:48:15,phase4e_ses,https://www.google.com/search?q=%22%E5%90%88%E5%90%8C%E4%BC%9A%E7%A4%BE%E3%83%9F%E3%82%B9%E3%82%BF%E3%83%BC%E3%82%A2%E3%82%A6%E3%83%88%E3%83%90%E3%82%A6%E3%83%B3%E3%83%89%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:48:15,phase4e,合同会社ミスターアウトバウンド,NO_CORPORATE,corporate URL not found
2026-07-02 04:48:38,phase4e,https://www.google.com/search?q=%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%81%99%E3%81%BE%E3%81%84%E5%80%B6%E6%A5%BD%E9%83%A8+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:48:44,phase4e_ses,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%81%99%E3%81%BE%E3%81%84%E5%80%B6%E6%A5%BD%E9%83%A8%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:48:44,phase4e,有限会社すまい倶楽部,NO_CORPORATE,corporate URL not found
2026-07-02 04:49:08,phase4e,https://www.google.com/search?q=%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%83%A2%E3%83%BC%E3%83%AB%E3%83%89%E3%83%A2%E3%83%87%E3%83%AB+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:49:14,phase4e_ses,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E3%83%A2%E3%83%BC%E3%83%AB%E3%83%89%E3%83%A2%E3%83%87%E3%83%AB%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:49:14,phase4e,有限会社モールドモデル,NO_CORPORATE,corporate URL not found
2026-07-02 04:49:37,phase4e,https://www.google.com/search?q=%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E6%9D%B1%E5%8C%97%E7%89%A9%E7%94%A3+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:49:43,phase4e_ses,https://www.google.com/search?q=%22%E6%9C%89%E9%99%90%E4%BC%9A%E7%A4%BE%E6%9D%B1%E5%8C%97%E7%89%A9%E7%94%A3%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:49:43,phase4e,有限会社東北物産,NO_CORPORATE,corporate URL not found
2026-07-02 04:50:06,phase4e,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEB-SESSION+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:50:12,phase4e_ses,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEB-SESSION%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:50:12,phase4e,株式会社B-SESSION,NO_CORPORATE,corporate URL not found
2026-07-02 04:50:35,phase4e,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEBIG+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:50:41,phase4e_ses,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEBIG%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:50:41,phase4e,株式会社BIG,NO_CORPORATE,corporate URL not found
2026-07-02 04:51:04,phase4e,https://www.google.com/search?q=%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEBIT+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
2026-07-02 04:51:10,phase4e_ses,https://www.google.com/search?q=%22%E6%A0%AA%E5%BC%8F%E4%BC%9A%E7%A4%BEBIT%22+SES%E5%96%B6%E6%A5%AD+%E6%8E%A1%E7%94%A8&hl=ja&start=0,CAPTCHA,Google blocked; switching to Bing
